"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2017","SYNERGY CAPITAL GROUP LLC","0","0","1","0","54","7153","FL","MIAMI","33146"
"2017","PARAFLEX INDUSTRIES 2006 INC","0","0","1","0","33","6426","NJ","DENVILLE","07834"
"2017","MOA INSTRUMENTATION INC","1","0","0","0","32","1495","NJ","EAST BRUNSWICK","08816"
"2017","MUTUALINK INC","0","0","1","0","54","9711","CT","WALLINGFORD","06492"
"2017","TERADATA OPERATIONS INC","0","0","1","0","54","2017","OH","MIAMISBURG","45342"
"2017","TERADATA OPERATIONS INC","64","4","107","7","54","2217","OH","MIAMISBURG","45342"
"2017","INTEGRATED TECH STRATEGIES INC","0","0","2","0","54","5899","NJ","CHERRY HILL","08003"
"2017","SUHAIR HANHAN DDS INC DBA HANHAN D","1","0","0","0","62","6479","CA","SOUTH SAN FRANCISCO","94080"
"2017","HANTAL ALABAMA CORPORATION","0","0","1","0","33","9778","AL","MONTGOMERY","36108"
"2017","APNICURE INC","0","0","1","0","33","4258","CA","REDWOOD CITY","94063"
"2017","AMERICAN EAGLE OUTFITTERS INC","0","0","1","0","44","5131","PA","PITTSBURGH","15203"
"2017","SUNY COLLEGE AT FREDONIA","0","0","1","0","61","1320","NY","FREDONIA","14063"
"2017","STATE UNIV OF NY POLYTECHNIC INST","2","0","2","0","61","3200","NY","ALBANY","12203"
"2017","NY STATE OFFICE OF MENTAL HEALTH","0","0","1","0","62","3200","NY","ALBANY","12208"
"2017","UNIV AT ALBANY SUNY","15","1","15","1","61","3200","NY","ALBANY","12222"
"2017","NEW YORK STATE OFFICE INFO TECH","0","0","1","0","54","3200","NY","ALBANY","12223"
"2017","NEW YORK STATE DEPT OF HEALTH","1","0","0","0","92","3200","NY","ALBANY","12237"
"2017","SUNY SYSTEM ADMINISTRATION","1","0","1","0","61","3200","NY","ALBANY","12246"
"2017","STATE UNIV OF NY AT BINGHAMTON","15","0","23","1","61","3200","NY","BINGHAMTON","13902"
"2017","STATE UNIV OF NEW YORK AT BROCKPOR","4","0","7","0","61","3200","NY","BROCKPORT","14420"
"2017","STATE UNIV OF NY MARITIME COLLEGE","1","0","1","0","61","3200","NY","BRONX","10465"
"2017","SUNY DOWNSTATE MEDICAL CENTER","4","0","14","0","62","3200","NY","BROOKLYN","11203"
"2017","STATE UNIVERSITY OF NY AT BUFFALO","4","1","15","0","61","3200","NY","BUFFALO","14214"
"2017","STATE UNIV OF NY BUFFALO STATE","5","0","6","0","61","3200","NY","BUFFALO","14222"
"2017","STATE UNIVERSITY OF NY AT BUFFALO","26","0","23","3","61","3200","NY","BUFFALO","14260"
"2017","STATE UNIVERSITY OF NEW YORK AT CA","1","0","1","0","61","3200","NY","CANTON","13617"
"2017","STATE UNIV OF NY AT CORTLAND","1","0","1","0","61","3200","NY","CORTLAND","13045"
"2017","SUNY COLLEGE AT FREDONIA","3","0","1","0","61","3200","NY","FREDONIA","14063"
"2017","STATE UNIV OF NY AT GENESEO","2","0","5","0","61","3200","NY","GENESEO","14454"
"2017","STATE UNIVERSITY OF NY MORRISVILLE","0","0","0","1","61","3200","NY","MORRISVILLE","13408"
"2017","SUNY NEW PALTZ CTR FOR INTL PROGRA","2","0","5","0","61","3200","NY","NEW PALTZ","12561"
"2017","NEW YORK STATE OFC OF MENTAL HLTH","1","0","2","0","62","3200","NY","NEW YORK","10035"
"2017","SUNY COLLEGE OF OPTOMETRY","1","0","1","0","61","3200","NY","NEW YORK","10036"
"2017","NEW YORK STATE OFC OF MENTAL HEALT","1","0","0","0","62","3200","NY","OGDENSBURG","13669"
"2017","STATE UNIV OF NY AT OLD WESTBURY","0","0","1","0","61","3200","NY","OLD WESTBURY","11568"
"2017","STATE UNIV OF NEW YORK AT ONEONTA","4","0","12","1","61","3200","NY","ONEONTA","13820"
"2017","NEW YORK STATE OFC OF MENTAL HLTH","1","0","0","0","62","3200","NY","ORANGEBURG","10962"
"2017","STATE UNIV OF NY AT OSWEGO","11","0","2","0","61","3200","NY","OSWEGO","13126"
"2017","STATE UNIV OF NEW YORK SUNY COL","5","0","2","0","61","3200","NY","PLATTSBURGH","12901"
"2017","STATE UNIV OF NY AT POTSDAM","3","0","2","0","61","3200","NY","POTSDAM","13676"
"2017","STATE UNIV OF NY PURCHASE COLLEGE","1","0","3","0","61","3200","NY","PURCHASE","10577"
"2017","STATE UNIV OF NEW YORK EMPIRE STAT","0","0","1","0","61","3200","NY","SARATOGA SPRINGS","12866"
"2017","STATE UNIV OF N Y AT STONY BROOK","20","2","28","0","61","3200","NY","STONY BROOK","11794"
"2017","SUNY COLLEGE OF ENVIRONMENTAL SCIE","2","0","1","0","61","3200","NY","SYRACUSE","13210"
"2017","NY STATE OFC OF MENTAL HLTH","1","0","0","0","62","3200","NY","SYRACUSE","13210"
"2017","STATE UNIV OF NY POLYTECHNIC INST","0","0","1","0","61","3200","NY","UTICA","13502"
"2017","NEW YORK STATE OFC OF MENTAL HLTH","1","0","0","0","62","3200","NY","WEST SENECA","14224"
"2017","SUNY ADIRONDACK","0","0","1","0","61","3244","NY","QUEENSBURY","12804"
"2017","CATSKILL REGIONAL MEDICAL CENTER","0","0","1","0","62","9030","NY","MIDDLETOWN","10941"
"2017","STATE UNIVERSITY OF N Y AT STONY B","0","0","1","0","61","3200","NY","STONY BROOK","11794"
"2017","EXCELLUS BLUECROSS BLUESHIELD","1","0","1","1","52","9043","NY","ROCHESTER","14647"
"2017","ALICE HYDE MEDICAL CENTER","3","0","1","0","62","6515","NY","MALONE","12953"
"2017","KPH HEALTHCARE SERVICES INC","0","0","1","0","44","8720","NY","GOUVERNEUR","13642"
"2017","THE RAYMOND CORP","2","0","0","0","33","2290","NY","GREENE","13778"
"2017","UTICA MUTUAL INSURANCE COMPANY","0","0","4","0","52","6880","NY","NEW HARTFORD","13413"
"2017","CORNELL UNIVERSITY ISSO","61","0","63","0","61","2008","NY","ITHACA","14853"
"2017","COLGATE UNIVERSITY","1","0","3","0","61","2078","NY","HAMILTON","13346"
"2017","SYRACUSE UNIVERSITY","14","0","15","1","61","2081","NY","SYRACUSE","13244"
"2017","CORNELL UNIV ISSO","1","0","1","0","61","2082","NY","ITHACA","14853"
"2017","CHENANGO MEMORIAL HOSPITAL INC","0","0","1","0","62","2180","NY","NORWICH","13815"
"2017","HAMILTON COLLEGE","2","0","2","1","61","2200","NY","CLINTON","13323"
"2017","ITHACA COLLEGE","0","0","1","0","61","2204","NY","ITHACA","14850"
"2017","ITHACA COLLEGE","4","0","2","0","61","2204","PA","ENOLA","17025"
"2017","OUR LADY OF LOURDES MEMORIAL HOSP","1","0","4","0","62","2221","NY","BINGHAMTON","13905"
"2017","ST LAWRENCE UNIV","1","0","0","0","61","2239","NY","CANTON","13617"
"2017","ST ELIZABETH MEDICAL CTR","0","0","1","0","62","2245","NY","UTICA","13501"
"2017","ST JOSEPHS HOSPITAL HEALTH CENTER","3","0","2","0","62","2254","NY","SYRACUSE","13203"
"2017","WELLS COLLEGE","0","0","2","0","61","2276","NY","AURORA","13026"
"2017","SAMARITAN MEDICAL CTR","1","0","2","0","62","3577","NY","WATERTOWN","13601"
"2017","A O FOX MEMORIAL HOSPITAL","1","0","3","0","62","9039","NY","ONEONTA","13820"
"2017","CLARKSON UNIV","5","0","7","0","61","3659","NY","POTSDAM","13699"
"2017","LE MOYNE COLLEGE","1","0","1","0","61","5841","NY","SYRACUSE","13214"
"2017","CLAXTON HEPBURN MED CTR","2","0","5","0","62","9686","NY","OGDENSBURG","13669"
"2017","DEPT OF VETERANS AFFAIRS MED CTR","1","0","1","0","62","9303","NY","SYRACUSE","13210"
"2017","CARTHAGE AREA HOSP INC","2","0","1","0","62","2079","NY","CARTHAGE","13619"
"2017","CORNELL UNIVERSITY ISSO","0","0","1","0","61","2008","NY","ITHACA","14853"
"2017","ST LAWRENCE COUNTY PUBLIC DEFENDER","1","0","0","0","54","0465","NY","CANTON","13617"
"2017","MASSENA MEMORIAL HOSPITAL","1","0","0","0","62","1040","NY","MASSENA","13662"
"2017","ONEIDA HERKIMER MADISON BOARD OF C","1","0","0","0","61","2310","NY","NEW HARTFORD","13413"
"2017","PEDIATRIC SVC GROUP LLP","2","0","0","0","62","2121","NY","SYRACUSE","13210"
"2017","BUFFALO WIRE WORKS CO INC","0","0","1","0","33","8730","NY","BUFFALO","14206"
"2017","CORNING INCORPORATED","0","0","4","0","32","3470","NY","CORNING","14831"
"2017","CORNING INCORPORATED","11","0","4","0","33","3470","NY","CORNING","14831"
"2017","EASTMAN KODAK COMPANY","2","0","1","0","32","7150","NY","ROCHESTER","14650"
"2017","FIRST NIAGARA FINANCIAL GROUP","0","0","3","0","52","8985","NY","BUFFALO","14210"
"2017","GENESEE VALLEY CLUB","0","0","0","1","71","6600","NY","ROCHESTER","14607"
"2017","THE GLEASON WORKS","0","0","1","0","33","0130","NY","ROCHESTER","14692"
"2017","XEROX CORPORATION","1","0","4","0","33","8020","NY","ROCHESTER","14644"
"2017","XEROX CORPORATION","0","0","5","1","33","8020","TX","DALLAS","75204"
"2017","PHILLIPS LYTLE LLP","1","0","0","0","54","5790","NY","BUFFALO","14203"
"2017","M&T BANK CORPORATION","3","0","8","0","52","8020","NY","BUFFALO","14203"
"2017","DAL-TILE CORPORATION","1","0","3","0","32","7180","TX","DALLAS","75217"
"2017","DEPT OF VETERANS AFFAIRS MED CTR","0","0","2","0","62","9303","NY","SYRACUSE","13210"
"2017","CANNON DESIGN INC","2","0","3","0","54","8950","NY","GRAND ISLAND","14072"
"2017","THE MENTHOLATUM COMPANY","2","0","0","0","32","9461","NY","ORCHARD PARK","14127"
"2017","CONSTELLATION BRANDS INC","0","0","1","0","11","6709","IL","CHICAGO","60603"
"2017","CONSTELLATION BRANDS INC","1","0","3","0","31","6709","IL","CHICAGO","60603"
"2017","UNIVERSITY OF ROCHESTER","1","0","0","0","61","2309","NY","ROCHESTER","14627"
"2017","HOUGHTON COLLEGE","1","0","0","0","61","3045","NY","HOUGHTON","14744"
"2017","NAZARETH COLLEGE OF ROCHESTER","1","0","1","0","61","3088","NY","ROCHESTER","14618"
"2017","NIAGARA FALLS MEMORIAL MEDICAL CTR","1","0","1","0","62","3094","NY","NIAGARA FALLS","14302"
"2017","OLEAN GENERAL HOSPITAL","2","0","1","0","62","3102","NY","OLEAN","14760"
"2017","ROCHESTER GENERAL HOSPITAL","15","2","31","2","62","3134","NY","ROCHESTER","14617"
"2017","ROCHESTER INSTITUTE OF TECHNOLOGY","0","0","1","0","61","3140","NY","ROCHESTER","14604"
"2017","ROCHESTER INST OF TECH","9","1","5","0","61","3140","NY","ROCHESTER","14623"
"2017","ROCHESTER PRESBYTERIAN HOME","1","0","0","0","62","3142","NY","ROCHESTER","14619"
"2017","ST BONAVENTURE UNIV","2","0","1","0","61","3150","PA","ENOLA","17025"
"2017","UNIVERSITY OF ROCHESTER","51","0","30","0","61","3209","NY","ROCHESTER","14627"
"2017","WCA HOSP D/B/A UPMC CHAUTAUQUA AT","0","0","3","0","62","3226","NY","JAMESTOWN","14702"
"2017","WCA HOSPITAL D/B/A UPMC CHAUTAUQUA","1","0","0","0","62","3226","PA","PITTSBURGH","15219"
"2017","ALFRED UNIVERSITY","0","0","3","0","61","3900","NY","ALFRED","14802"
"2017","ARNOT OGDEN MEDICAL CENTER","0","0","1","0","62","3905","NY","ELMIRA","14905"
"2017","ABVI/GOODWILL INDUSTRIES","0","0","1","0","62","3906","NY","ROCHESTER","14620"
"2017","CANISIUS COLLEGE","2","1","0","0","61","3942","NY","BUFFALO","14208"
"2017","GEORGE EASTMAN MUSEUM","1","0","0","0","71","3991","NY","ROCHESTER","14607"
"2017","ELMIRA COLLEGE","0","0","1","0","61","3996","SC","GREENVILLE","29601"
"2017","ST JOHN FISHER COLLEGE","1","0","1","0","61","6864","NY","ROCHESTER","14618"
"2017","CENTER FOR GOVERNMENTAL RESEARCH I","1","0","0","0","54","4774","NY","ROCHESTER","14614"
"2017","NIAGARA UNIVERSITY","1","0","2","0","61","5807","NY","NIAGARA UNIVERSITY","14109"
"2017","MOOG INC","0","0","1","0","33","7636","NY","EAST AURORA","14052"
"2017","DAEMEN COLLEGE","0","0","4","1","61","9798","NY","AMHERST","14226"
"2017","NEW ERA CAP CO INC","0","0","3","0","31","0131","NY","BUFFALO","14202"
"2017","OLEAN MEDICAL GRP LLP","1","0","0","0","62","5812","NY","OLEAN","14760"
"2017","QUALITY VISION INTERNATIONAL INC","1","0","0","0","33","0781","NY","ROCHESTER","14621"
"2017","FEDEX TRADE NETWORKS TRANSPORT & B","0","0","1","0","49","7223","MA","BOSTON","02128"
"2017","FEDEX TRADE NETWORKS TRANSPORT & B","1","0","0","0","49","7223","TN","MEMPHIS","38125"
"2017","HAUPTMAN WOODWARD MED RSRCH INT","0","0","1","0","54","7558","NY","BUFFALO","14203"
"2017","COOPERVISION INC","0","0","1","0","33","5158","CA","PLEASANTON","94588"
"2017","COOPERVISION INC","0","0","1","0","33","5158","NY","WEST HENRIETTA","14586"
"2017","SERVOTRONICS INC","1","0","0","0","33","7866","NY","ELMA","14059"
"2017","HOUGHTON ACADEMY","0","1","0","0","61","8072","NY","HOUGHTON","14744"
"2017","CHILD ADOLESCENT TREATMENT SVCS IN","0","0","1","0","62","9225","NY","BUFFALO","14201"
"2017","SUPERIOR TALENT RESOURCES INC","0","0","1","0","56","2507","NY","BUFFALO","14221"
"2017","VILLA MARIA COLLEGE","1","0","0","0","61","1487","NY","BUFFALO","14225"
"2017","LIBERTY PUMPS INC","0","0","2","0","33","9438","NY","BERGEN","14416"
"2017","ARMSTRONG PUMPS INC","1","0","0","0","33","0412","NY","NORTH TONAWANDA","14120"
"2017","COMPUTER TASK GROUP INC","6","0","10","2","54","2632","NY","BUFFALO","14209"
"2017","HERKIMER COUNTY COMMUNITY COLLEGE","1","0","0","0","61","9625","NY","HERKIMER","13350"
"2017","ANAREN MICROWAVE INC","0","0","1","0","33","8561","NY","EAST SYRACUSE","13057"
"2017","MORGAN MATERIALS INC","0","0","1","0","32","6780","NY","BUFFALO","14207"
"2017","ITHACA MONTESSORI SCHOOL","0","0","1","0","61","7380","NY","ITHACA","14850"
"2017","CROUSE HOSPITAL","1","0","3","0","62","0470","NY","SYRACUSE","13210"
"2017","JOHN R STEELE & ASSOCIATES INC","0","0","1","0","54","5653","NY","VERNON","13476"
"2017","GREATBATCH LTD","0","0","1","0","54","9455","MA","WILMINGTON","01887"
"2017","GREATBATCH LTD","0","0","4","0","54","9455","TX","FRISCO","75034"
"2017","CONMED CORPORATION","0","0","2","0","33","7505","NY","UTICA","13502"
"2017","OBRIEN AND GERE ENGINEERS INC","0","0","2","0","54","0138","NY","SYRACUSE","13202"
"2017","NAVITAR INC","1","0","0","0","33","5947","NY","ROCHESTER","14623"
"2017","MULTISORB TECHNOLOGIES INC","0","0","1","0","32","7743","NY","BUFFALO","14224"
"2017","BUFFALO MEDICAL GROUP PC","0","0","2","0","62","0580","NY","WILLIAMSVILLE","14221"
"2017","HOLT ARCHITECTS PC","1","0","0","0","54","1489","NY","ITHACA","14850"
"2017","LOFTUS RYU & BARTOL MD PC","0","0","1","0","62","2704","NY","SYRACUSE","13210"
"2017","GENESEE VALLEY GROUP HEALTH ASSOC","0","0","1","0","62","5419","NY","PITTSFORD","14534"
"2017","CANTON POTSDAM HOSPITAL","0","0","1","0","62","2691","NY","POTSDAM","13676"
"2017","SWBR ARCHITECTURE ENGRG & LANDSCAP","1","0","0","0","54","6675","NY","ROCHESTER","14606"
"2017","LIDESTRI FOODS INC","0","0","1","0","31","9729","NY","FAIRPORT","14450"
"2017","FRONTIER SCIENCE & TECH RESEARCH F","1","0","0","0","54","6814","WI","MADISON","53719"
"2017","INTERFAITH WORKS OF CENTRAL NY INC","1","0","0","0","62","4233","NY","SYRACUSE","13203"
"2017","INDEPENDENT HEALTH ASSOCIATION INC","0","0","13","0","62","0163","NY","BUFFALO","14221"
"2017","PARTECH INC","0","0","1","0","54","0276","NY","NEW HARTFORD","13413"
"2017","BASF CORPORATION","4","0","0","0","32","0809","MI","WYANDOTTE","48192"
"2017","BASF CORPORATION","1","0","0","0","32","0809","NC","DURHAM","27709"
"2017","BASF CORPORATION","1","0","0","0","32","0809","NJ","FLORHAM PARK","07932"
"2017","BASF CORPORATION","1","0","3","0","32","0809","NJ","ISELIN","08830"
"2017","BASF CORPORATION","1","0","0","0","32","0809","NY","TARRYTOWN","10591"
"2017","BASF CORPORATION","1","0","0","0","32","0809","OH","BEACHWOOD","44122"
"2017","BASF CORPORATION","0","0","1","0","32","0809","PA","MONACA","15061"
"2017","GORBEL INC","1","0","1","0","33","3854","NY","VICTOR","14564"
"2017","RECKITT BENCKISER LLC","5","0","8","0","32","5651","NJ","PARSIPPANY","07054"
"2017","HEALTHNOW NEW YORK INC","2","0","8","0","52","5741","NY","BUFFALO","14202"
"2017","LABELLA ASSOCIATES DPC","0","0","2","0","54","5731","NY","ROCHESTER","14614"
"2017","PAYCHEX INC","1","0","15","0","54","4166","NY","ROCHESTER","14625"
"2017","AMAR ATWAL MD PC DBA ATWAL EYE CAR","1","0","0","0","62","4031","NY","BUFFALO","14225"
"2017","BERNARD GELBARD MD PC","1","0","0","0","62","9327","NY","MALONE","12953"
"2017","STORK H&E TURBO BLADING INC","1","0","0","0","54","0265","NY","ITHACA","14850"
"2017","UNITED HEALTH SVCS HOSPITALS INC","1","0","0","0","62","5049","NY","BINGHAMTON","13903"
"2017","UNITED HEALTH SVCS HOSPITALS INC","4","0","3","0","62","5049","NY","JOHNSON CITY","13790"
"2017","INNOVATION CONCEPTS IN ENTERTAINME","1","0","0","0","71","9318","NY","CLARENCE","14031"
"2017","MARQUARDT SWITCHES INC","1","0","0","0","33","0424","MI","ROCHESTER HILLS","48309"
"2017","REFRIGERATED TRANSPORT ELECS INC","0","1","0","0","33","3080","NY","MC GRAW","13101"
"2017","HYDRO AIR COMPONENTS INC DBA","0","0","1","0","33","7872","NY","BUFFALO","14220"
"2017","MAPLE GATE ANESTHESIOLOGISTS P C","1","0","0","0","62","3772","NY","WILLIAMSVILLE","14221"
"2017","PAUL DUGGAL PC","1","0","0","0","62","3877","NY","MIDDLETOWN","10940"
"2017","SHC SERVICES INC DBA SUPPLEMENTAL","0","0","1","0","62","6796","MA","WOBURN","01801"
"2017","GHD SERVICES INC","0","0","2","0","54","9774","NY","NIAGARA FALLS","14304"
"2017","UNIV AT BUFFALO PEDIATRIC ASSOCIAT","1","0","1","0","62","8821","NY","BUFFALO","14222"
"2017","INNOVATION ASSOCIATES, INC.","0","0","1","0","23","0697","NY","JOHNSON CITY","13790"
"2017","DICKS SPORTING GOODS INC","0","0","5","0","45","1537","PA","CORAOPOLIS","15108"
"2017","FORRESTEL FARM RIDING AND SPORTS C","0","0","1","0","71","1495","NY","MEDINA","14103"
"2017","NIAGARA LASALLE CORPORATION","0","0","1","0","33","0059","IN","HAMMOND","46327"
"2017","G B INTERNATIONAL TRADING CO LTD","1","0","0","0","33","4365","NY","ENDICOTT","13760"
"2017","NEIGHBORHOOD HLTH CTR NWBCHCC INC","1","0","0","0","62","4447","NY","BUFFALO","14207"
"2017","SALIENT CORPORATION","0","0","1","0","54","3547","NY","HORSEHEADS","14845"
"2017","SALIENT CORPORATION","1","0","3","0","54","3574","NY","HORSEHEADS","14845"
"2017","UNITED PRECIOUS METAL REFINING INC","1","0","0","0","33","9292","NY","ALDEN","14004"
"2017","WEGMANS FOOD MARKETS INC","0","0","1","0","44","9424","NY","ROCHESTER","14624"
"2017","FFC MORTGAGE","0","0","1","0","52","3078","NY","ROCHESTER","14623"
"2017","BROOME PEDIATRICS PC","0","0","1","0","62","9317","NY","JOHNSON CITY","13790"
"2017","GRAMMATECH INC","1","0","0","0","54","8879","NY","ITHACA","14850"
"2017","SONNET SOFTWARE INC","0","0","1","0","54","1404","NY","NORTH SYRACUSE","13135"
"2017","UNIVERSITY NEUROLOGY INC","2","1","0","0","54","9213","NY","BUFFALO","14203"
"2017","U&S SERVICES INC","2","0","0","0","54","4177","NY","TONAWANDA","14150"
"2017","SUPERIOR SHARED SERVICES INC","0","0","1","0","56","4620","NY","WILLIAMSVILLE","14221"
"2017","SITEL OPERATING CORPORATION","0","0","1","0","56","4816","TN","NASHVILLE","37203"
"2017","ABUNDANT LIFE CHRISTIAN CENTER","0","0","1","0","81","9722","NY","EAST SYRACUSE","13057"
"2017","TOTALKARE OF AMERICA INC","0","0","1","0","42","4311","NY","SYRACUSE","13210"
"2017","TOTALKARE OF AMERICA INC","0","0","1","0","42","4331","NY","SYRACUSE","13210"
"2017","SHANER OPERATING CORP","0","1","0","0","72","9569","PA","STATE COLLEGE","16803"
"2017","NEW YORK AIR BRAKE LLC","0","0","2","0","33","5584","NY","WATERTOWN","13601"
"2017","NY AIR BRAKE LLC DBA TRAIN DYNAMIC","1","0","0","0","33","5584","TX","IRVING","75063"
"2017","QUEST DIAGNOSTICS INCORPORATED","0","0","1","0","62","7286","NJ","MADISON","07940"
"2017","QUEST DIAGNOSTICS INCORPORATED","10","14","27","0","54","7862","NJ","MADISON","07940"
"2017","QUEST DIAGNOSTICS INCORPORATED","24","0","26","0","62","7862","NJ","MADISON","07940"
"2017","QUEST DIAGNOSTICS INCORPORATED","2","0","0","0","62","7862","NJ","SECAUCUS","07094"
"2017","UPSTATE MEDICAL ANESTHESIOLOGY GRO","1","0","0","0","61","5520","NY","SYRACUSE","13205"
"2017","UPSTATE MED ANESTHESIOLOGY GROUP I","0","0","1","0","62","5520","NY","SYRACUSE","13210"
"2017","UNIVERSAL INSTRUMENTS CORPORATION","2","0","0","0","33","6305","NY","CONKLIN","13748"
"2017","UNIV ORTHOPAEDIC SVCS INC","0","0","1","0","61","6947","NY","CHEEKTOWAGA","14225"
"2017","R J WATSON INC","0","0","0","1","33","8566","NY","ALDEN","14004"
"2017","LANGUAGE INTELLIGENCE LTD","1","0","0","0","54","0544","NY","ROCHESTER","14609"
"2017","POPLI ARCHITECTURE ENGRG & L S DP","1","0","2","0","54","4510","NY","PENFIELD","14526"
"2017","UNIV OF PSYCHIATRIC PRACTICE INC","0","0","1","0","62","6208","NY","BUFFALO","14215"
"2017","ADVANCE 2000 INC","0","0","1","0","54","6812","NY","BUFFALO","14221"
"2017","RAPID RESPONSE MONITORING SVCS INC","0","0","1","0","56","2416","NY","SYRACUSE","13204"
"2017","FORENSIC ECONOMICS INC","0","0","1","0","54","1992","NY","ROCHESTER","14618"
"2017","CARLISLE CONSTRUCTION MATERIALS IN","1","0","0","0","32","9809","PA","CARLISLE","17013"
"2017","DELOITTE CONSULTING LLP","0","0","3","1","54","4513","PA","PHILADELPHIA","19103"
"2017","ACADEMIC MEDICINE SVCS D/B/A UBMD","0","0","1","0","61","5134","NY","AMHERST","14226"
"2017","ACAD MEDICINE SVCS INC DBA UBMD IN","1","0","3","0","62","5134","NY","AMHERST","14226"
"2017","ACADEMIC MEDICINE SVCS DBA UBMD IN","4","0","1","0","62","5134","NY","BUFFALO","14226"
"2017","MINDEX TECHNOLOGIES INC","2","0","3","0","54","8084","NY","ROCHESTER","14623"
"2017","ROME MEDICAL GROUP PC","0","0","1","0","62","4822","NY","ROME","13440"
"2017","FINGER LAKES TECHNOLOGIES GR INC","0","0","1","0","51","4846","NY","VICTOR","14564"
"2017","SUNY UPSTATE MED UNIV","9","0","11","0","61","9571","NY","SYRACUSE","13210"
"2017","ROME MEMORIAL HOSPITAL INC","0","0","1","0","62","1634","NY","ROME","13440"
"2017","SHRI SWAMI NARAYAN LLC","0","0","1","0","72","3532","DE","NEWARK","19713"
"2017","EMA DESIGN AUTOMATION INC","0","0","1","0","54","4215","NY","ROCHESTER","14623"
"2017","DEPT OF MEDICINE MED SVC GRP AT SU","1","0","0","1","62","5278","NY","SYRACUSE","13202"
"2017","THE DEPT OF MEDICINE MED SVC GRP A","0","0","6","0","62","5278","NY","SYRACUSE","13210"
"2017","CORPORATE COMMUNICATIONS INC","0","0","1","0","54","7507","NY","ROCHESTER","14607"
"2017","BIGWOOD SYSTEMS INC","1","0","0","0","54","5573","NY","ITHACA","14850"
"2017","KUMARAN SYSTEMS INC","2","0","5","0","54","5672","MD","ROCKVILLE","20850"
"2017","SAM ASHER COMPUTING SERVICES INC","1","0","0","0","54","8763","NY","ROCHESTER","14608"
"2017","REHAB RESOURCES FOR PHYSICAL THERA","0","2","2","0","62","9016","PA","ENOLA","17025"
"2017","INDUS VALLEY SOFTWARE INC","0","0","1","1","54","1003","TX","HOUSTON","77036"
"2017","VILLAGE VITERINARY CLINIC OF HAMBU","1","0","0","0","81","6533","NY","HAMBURG","14075"
"2017","API HEAT TRANSFER INC","1","0","0","0","33","0301","NY","BUFFALO","14225"
"2017","UNIV HILL GASTROENTEROLOGY ASSOC","0","0","1","0","62","0644","NY","LIVERPOOL","13088"
"2017","CONSILIUM1","0","0","1","0","54","0964","NY","FAIRPORT","14450"
"2017","UNIVERSITY UROLOGY INC","0","0","1","0","62","4645","NY","BUFFALO","14226"
"2017","LEICA GEOSYSTEMS INC","0","0","1","0","54","6976","GA","NORCROSS","30092"
"2017","LEICA GEOSYSTEMS INC","0","0","1","0","54","6976","GA","PEACHTREE CORNERS","30092"
"2017","BSW INC","0","0","1","0","44","2559","NY","ROCHESTER","14621"
"2017","MT ST MARY S HOSP OF NIAGRA FALLS","1","0","1","0","62","3353","NY","LEWISTON","14092"
"2017","EXCELSIOR COLLEGE","1","0","4","0","61","2850","NY","ALBANY","12203"
"2017","KALEIDA HEALTH","1","0","0","0","62","3232","NY","BUFFALO","14210"
"2017","O CONNOR HOSPITAL","1","0","0","0","62","0394","NY","DELHI","13753"
"2017","LABTEST INTL INC DBA INTERTEK","0","0","2","1","54","1809","SC","GREENVILLE","29601"
"2017","SYNACOR INC","1","0","1","0","54","2712","NY","BUFFALO","14202"
"2017","CGF ANESTHESIOLOGY ASSOC PC D/B/A","2","0","0","0","62","8501","NY","BUFFALO","14222"
"2017","ROSWELL PARK CANCER INSTITUTE","1","1","11","0","62","2370","NY","BUFFALO","14263"
"2017","AAVID NIAGARA LLC","1","0","0","0","33","3088","NY","NIAGARA FALLS","14304"
"2017","MICHAEL J CHARLETON JR CFP CFS INC","0","0","2","0","52","4555","NY","ROCHESTER","14610"
"2017","SIVIC SOLUTIONS GROUP LLC","0","0","1","0","54","5030","NY","UTICA","13502"
"2017","VERAVIEW LLC","1","0","0","0","56","9857","NY","BUFFALO","14202"
"2017","COMMUNITY HLTH CTR OF BUFFALO INC","2","0","0","0","62","6929","NY","BUFFALO","14214"
"2017","HAND HELD PRODUCTS INC","0","0","1","0","33","7077","NJ","MORRIS PLAINS","07950"
"2017","SLR CONTRACTING & SVC COMPANY INC","0","0","1","0","23","9559","NY","BUFFALO","14209"
"2017","LOGISTICS PLUS INC","0","0","2","0","54","0188","PA","ERIE","16501"
"2017","FSENABLERS INC","0","0","1","0","54","3137","NY","BUFFALO","14203"
"2017","BLUE HERON CONSULTING CORPORATION","2","0","1","0","54","3553","NY","ROCHESTER","14624"
"2017","INTEGRATED ENERGY CONCEPTS ENGRG P","1","0","0","0","54","3635","NY","ROCHESTER","14623"
"2017","NETSMARTZ LLC","0","0","5","0","54","4944","NY","ROCHESTER","14623"
"2017","FAXTON ST LUKES HEALTHCARE","0","0","1","0","62","6637","NY","UTICA","13502"
"2017","SIMUTECH GROUP INC","0","0","1","0","54","8599","WA","EVERETT","98204"
"2017","ETHANY CORP","0","0","2","0","54","8777","NY","SCOTTSVILLE","14546"
"2017","WORLD CLASS TAE KWON DO CTRS INC","0","0","1","0","71","2493","NY","DEPEW","14043"
